1619.439585,1122.889237,1944.045967,4456.253895,3948.388279,4410.57932,2840.640834,4375.176559,3724.577219,6901.141214,6249.71486,5812.307891,1292.794276,328.4682812,1143.192571,4628.631068,2662.500662,3603.422483,5487.492095,7580.501319,6629.122114,5738.606437,4912.248405,5446.902643,100,481.6666557,2380.843541,2891.03162,4224.259414,4032.415036,4753.072451,5332.572964,7803.768229,4253.397299,5803.251004,6173.976538,1906.215117,100,1497.118937,4117.245819,3400.844968,4105.386486,7246.01263,4090.635818,4264.794717,5076.339764,4160.797588,6186.499584
1012.651778,674.1192207,715.0431705,3309.056035,2713.062919,3002.800901,5766.604887,8089.816522,3975.376347,9630.932127,10408.51321,9890.344302,124.3242026,797.6097556,1503.333956,2042.367323,2693.582314,4580.501014,3399.340722,6761.296859,5835.468875,9694.792379,7377.200149,10608.74337,711.0411142,900.1754912,2112.214912,3355.094719,1482.089501,4097.947644,3401.017166,3781.749934,7960.687084,6863.752103,6208.424114,7575.226432,1187.126672,1423.212819,2098.61964,1725.051345,1616.642002,3549.526745,4193.818017,7991.016947,7449.792188,9231.451444,6992.186966,10786.13212
1638.259379,1448.707239,389.5467785,1129.676109,3866.708052,3797.995932,4592.742739,8756.098164,12597.9657,12241.98112,12135.41854,13658.18348,100,1700.66399,2227.530349,2242.024031,2729.021844,4672.322383,5143.90438,7161.633355,9922.539071,9723.882772,10313.35228,9915.928904,2261.889331,1786.206987,2598.811742,2476.672588,4072.203187,4232.290962,6752.556078,3195.08319,8253.422208,11071.24361,5676.326594,13130.3451,632.8976611,100,668.9262815,3799.362025,3027.890842,3706.388259,5439.913943,7208.719008,6888.185638,12424.7228,12125.68744,11617.45838
817.3692309,962.221514,678.4236086,100,100,667.9228185,100,100,1206.824733,4017.423105,7387.679621,4552.247248,1314.643702,1151.284258,695.6334281,196.30723,100,735.3471882,452.0551231,253.3683549,1901.272435,2316.566149,3560.646953,2839.861957,1315.646109,510.6970752,1279.481001,369.2083626,234.7217671,295.7934002,407.523099,315.7590921,3019.561066,4076.209093,3521.942074,3619.741445,1031.748004,1413.145761,656.0766527,625.5434707,736.3463987,100,100,272.1189569,2563.733368,4461.967929,5928.122269,5854.120959
1808.04497,1229.084309,791.6820704,809.9514603,100,678.1010432,278.8330092,788.9921141,2678.218164,5484.785985,5633.116356,6994.81498,971.3798403,100,1812.139907,1254.589393,548.1466096,1228.926617,100,578.9350207,670.5804051,3159.938436,4327.70058,5845.626564,919.1195576,1520.288534,1904.501216,100,100,475.2550185,847.0654146,100,1216.4909,1924.144856,4378.176825,7524.658201,611.626099,1274.800499,672.5230853,506.1792958,915.6775278,570.9636383,465.8574158,100,1817.280183,3703.432428,4629.860205,5936.185404
100,1994.802131,1851.695897,1905.080602,162.233175,718.4766662,100,100,1999.196904,3162.554681,6530.680007,11864.70049,1212.209991,2469.66021,2346.977217,848.6498923,988.4729262,1861.514122,1259.587059,829.8238321,1882.249825,2375.537736,9012.642136,11442.38844,1134.414002,1651.281373,1794.667073,3079.228894,1056.481323,1381.561309,661.5438711,1875.121986,834.7818094,2520.240422,4596.153951,7492.286473,590.8386907,1203.655707,1364.944753,1787.735242,1780.872168,1258.834512,624.7736993,669.5105643,924.8880398,4050.868001,6372.183034,9765.317686
1258.541584,3912.453812,3490.025086,2650.430902,4932.723038,2962.600734,4137.784426,3339.956676,4035.225623,2028.862956,1000.372385,912.3115138,2379.861681,2373.541769,3951.459631,6542.876443,2779.110094,5699.478165,3350.36026,3293.38664,2951.625225,100,1171.380675,464.1280553,1051.010558,3721.764413,4477.962417,5221.48442,6697.291367,5630.547945,4221.615028,4734.510302,1700.827691,364.5198764,887.3863343,756.6869288,1890.676616,3663.398241,3468.919377,4680.002419,8185.803981,5801.875954,5848.627636,3657.911664,1839.045395,847.2280592,944.9068745,100
3143.436104,855.0791376,1515.721331,3267.024515,8045.179883,5203.514981,4879.252208,6216.294171,2697.885569,4906.71911,1582.524441,100,1017.946554,2346.574655,3420.315854,4549.57721,7592.726012,6701.852742,4826.394226,3532.482284,6572.087094,3207.542047,3208.458281,4236.873168,1825.920229,3631.280352,4842.138019,4412.308258,4577.599508,3836.542154,11633.53704,5939.806846,4701.836775,3070.424986,2419.836608,1921.724658,3085.834688,2771.358551,4268.366735,3748.680318,3872.117718,6113.986253,4341.159411,3647.398647,5691.629749,3912.143794,1717.176489,2034.405992
2030.789488,2315.011467,3698.11643,4734.00976,7431.289348,7610.521128,9455.245871,7126.065381,9063.40517,7607.364472,8196.174474,2779.467113,100,472.1563359,3363.069738,6972.919527,7355.908307,9960.854343,6858.306847,7260.934436,8294.948949,7707.093115,4850.695213,2276.744393,2547.579963,3714.579141,5233.309751,6134.727618,5030.64986,7499.426475,8364.045777,6252.268889,8510.342587,4998.035456,4833.816565,4143.979792,2552.395377,4128.473662,3124.156921,4521.341343,7284.789832,8870.670234,7816.014377,8199.503844,7300.214205,4697.147297,4685.149486,2383.392532
528.7459895,2547.843507,557.666583,1502.475341,1296.47044,939.7464534,3051.36411,4330.943019,4890.711534,4209.370753,1886.816453,178.4502699,835.0649941,1581.865247,1288.773128,113.3742745,100,248.8463813,1300.681552,5177.098743,5093.119738,3670.967052,1995.815472,1429.964564,2343.133083,1082.233286,1352.055709,597.6714926,361.862631,1654.577449,1863.611571,2727.501593,4008.157927,1947.20227,2281.49955,1012.48054,1631.346318,1521.772493,100,100,749.5053438,1422.975253,2131.713123,3457.736126,3696.340517,3756.261899,3123.705088,1090.053521
