1209.099578,318.8777748,367.7193917,100,744.3061287,502.5575095,360.1556018,1424.377633,714.5779978,354.2925297,736.3112675,1296.304224,945.8814653,100,100,914.5765254,264.8447957,735.198817,1114.293849,324.46713,991.1309772,1396.722346,1189.395124,956.2666264,936.2819922,457.4464485,390.7182343,100,1362.919288,256.9716633,1269.890438,952.0066938,618.0629582,1271.448507,855.156431,1660.392221,100,325.9401726,437.207775,439.0602834,100,1520.540812,100,1248.432949
1249.169299,755.2748507,100,1226.454685,100,689.2583872,1680.366704,100,397.3285195,652.360743,1309.508732,1158.363188,980.8482578,447.2821301,635.0099425,1367.08444,445.3121789,1685.198923,845.429619,730.9368415,648.2250015,918.8240849,2430.44393,1449.019149,502.4335317,867.4205882,997.1246036,481.1833272,307.835941,1028.204301,100,100,425.4524237,745.1276033,1735.0279,2005.875776,1500.326364,1259.330336,1901.531605,605.301409,1250.645927,1887.855055,1149.437406,2196.788056
825.4412707,399.9799407,379.2840091,392.1385624,2489.747649,3196.681828,867.0803923,3071.397104,1563.704033,1930.195214,2264.734211,1109.514045,2272.022088,100,2241.666096,1411.425523,101.2491195,1885.964688,1674.765526,2054.596907,1175.744305,1600.777016,450.2010905,1097.266702,1687.385357,1849.594978,1802.824272,363.319995,978.7482908,850.6293168,1537.605212,440.8161378,1155.752542,1359.542147,388.8097379,956.1338671,1181.478485,1143.760105,715.8449353,1658.456608,2683.223557,2068.811588,100,100
474.528718,1328.173608,1488.49366,100,100,415.6540374,485.2547876,450.3194244,761.7304815,382.5858966,465.5693114,100,750.12547,100.914205,599.7215642,690.5781819,147.4728241,882.4156332,1192.017726,100,197.9909206,100,335.6806591,856.5768285,821.8095249,735.03878,1486.884569,100,1053.635544,1102.548881,1591.151152,787.5752038,653.4451691,1662.673855,1720.725816,799.2647471,1018.738075,716.211948,150.470118,616.1670263,895.312541,558.3068611,100,730.6293737
2340.974479,1275.903734,1269.471873,2543.143893,1006.411604,733.1888516,1803.444992,100,1732.494934,1034.445822,527.143923,1298.477709,1771.011254,656.2807774,820.1865107,481.9926185,1966.626466,410.2616022,1592.542418,394.3180242,1327.455823,100,1814.167874,329.0364606,1443.043197,1489.58328,100,445.8029357,420.1864346,100,1044.444792,802.7049838,887.3779662,1306.435401,519.6133064,347.9254911,1083.420592,2230.276376,176.5495303,1516.1,1414.648383,100,1100.894835,1321.257309
125.2884602,1687.254277,1980.77309,900.395837,935.6857631,877.3715074,2494.195818,680.0639868,1830.417216,1407.816042,154.0961731,1509.102957,2694.74857,1880.49109,1710.853325,815.5923672,100,987.1380709,3072.437743,1133.544735,2273.4405,1914.536798,890.3008616,1934.267235,1743.185374,1406.631588,1876.710824,1884.880783,271.3796064,300.2528054,2628.953826,2153.39777,2249.478893,2093.112762,2079.329791,2195.465641,1097.574466,1923.090795,518.3223146,2521.928782,276.3215295,1278.06075,2804.294593,2231.671238
2802.485589,1799.335617,1870.659857,100,236.9396967,1325.880374,649.7062341,6506.202112,2575.139758,4957.539522,6094.258269,1036.632577,1560.526682,511.0264995,672.1905533,903.272154,1725.826526,705.2923438,1539.211939,2738.58508,4942.913892,5157.204771,2492.717072,2357.194085,100,423.3586876,100,958.7653059,2564.42821,3237.170025,3069.593764,5878.476954,4380.346732,1498.111584,1108.143555,1494.866414,482.3304649,600.1856399,337.0959807,3487.523139,4281.229097,3391.093064,7207.877821,6754.871399
1945.777408,3560.919755,1552.462705,465.022495,1358.04386,411.573984,520.8383882,4328.190157,3874.926577,5945.746654,4590.234836,1677.61919,2154.051278,1841.263974,826.7133734,1038.382701,100,2114.653247,4338.429474,2784.914966,6413.758966,4417.696175,1495.79415,2455.558633,1161.45739,100,1577.865511,419.9681229,1630.444917,3760.995729,6372.938498,5452.129252,9127.287611,1345.788483,2285.541392,1252.495306,1122.470817,2279.566132,1799.790995,2530.132981,2375.979516,6154.038014,3471.488333,8533.882318
2851.602007,1579.587023,3492.99597,3232.806169,612.6158372,1209.124679,411.6791828,5975.363514,5532.267163,5873.524427,8985.539148,2837.123865,4081.43681,3299.607483,2595.536288,1886.826405,310.88335,2101.803045,3432.964296,5239.348211,1794.530914,11197.15179,2409.918252,4137.299818,1902.819625,1678.885788,1825.654896,3427.12223,1918.369608,4503.985578,4436.001769,5530.843848,8822.399396,1660.011811,4444.281393,901.0863788,1796.748381,3291.487609,1908.494799,2114.634686,2741.284841,5037.315466,3229.759161,7187.4315
1165.850161,1382.988747,433.0149684,240.2748789,100,100,100,100,100,293.0745457,1816.739394,1896.377524,1609.313651,100,100,100,100,100,100,100,299.1575199,262.8214633,1499.927064,314.0663074,455.3320358,100,521.8986264,100,193.737641,100,100,313.5183972,2492.509271,1527.864411,510.6119622,541.8107477,529.6747166,100,264.852975,100,151.5335641,100,100,1601.710946
