102.6968866,1361.687572,535.0285504,1016.431622,1005.892874,616.3579606,1168.803811,753.9882115,419.0299,655.99781,318.3288839,588.6441872,1381.410373,1134.487084,1149.913033,100,1072.755334,348.1904882,100,674.0160902,623.0982856,236.1131815,1407.926832,683.0570918,762.8355942,2154.497296,1353.086909,896.3431186,381.4923613,317.2978217,135.606263,1915.854375,1333.540022,559.0555349,1074.526272,490.723334,852.6532749,682.1273279,747.0586853,1500.802767,948.4749547,1996.789076,1180.855898,581.521009,750.1607129,1342.243296,1701.60185,789.3527162,247.493053,100,141.8102536,662.9159913
862.4257817,862.1917108,602.232284,1048.339866,633.0500453,1171.643791,558.0756692,968.764897,728.506029,1292.414465,1350.303854,854.5547097,1135.181524,1074.179581,1636.045696,1609.913843,702.8494235,2751.343657,725.0474863,1058.169626,444.0876217,1058.105376,1932.367564,1757.18962,573.914084,232.9163126,939.6559371,2484.675506,1279.60304,117.3865189,785.4495976,1465.136024,1043.762784,740.6103213,1899.19754,1750.951288,1421.193328,463.8524519,100,1199.426335,428.3608636,870.4277527,1861.692022,741.2152632,985.5669151,1128.133325,100,191.7342526,399.6401314,188.8661192,1503.333809,211.6760914
1387.32858,972.3622289,3021.595661,1730.314828,465.3859192,1398.066231,1426.267386,1503.225471,1668.865886,100,1566.76025,428.6568682,1050.849684,905.2569454,1431.697094,1015.168228,2876.949089,2218.451838,492.0893081,1106.101464,851.2991869,1701.651233,1254.293572,1554.336106,2392.683022,2035.872024,379.6701922,1877.191858,802.9663829,1157.067745,2254.500662,1271.377776,2247.511149,2973.826713,1172.135516,1185.752495,1066.665233,1743.724835,2290.723677,529.4246168,1622.757341,1309.56253,1334.157505,500.0848834,2224.535352,1741.367532,1826.296574,1702.862597,2355.969114,2512.746926,2305.075867,1309.718065
5448.040706,3234.999275,2356.040228,2978.691222,433.4429133,854.1606497,146.4733026,293.9874963,100,226.5528083,100,100,171.9953118,7536.878284,2486.208361,3225.215403,1528.596117,677.0045179,278.3621875,402.202217,360.1692466,320.0320555,100,430.3681172,516.3458855,151.0846344,4800.587717,2441.332152,3295.479516,2119.341377,1475.063504,1835.551386,315.5786836,531.2621275,100,387.8692922,292.9683393,100,134.3224104,4190.554494,2009.028595,1976.554458,1948.520034,1742.045583,153.8138784,100,100,267.5067989,201.5645685,100,331.382095,111.251039
3998.941054,5153.17215,3701.702655,5334.024655,2975.750536,5124.09225,100,3955.319175,1717.925822,1414.108978,677.0552647,997.0352027,838.6669498,3890.644357,4453.359666,4898.065435,4492.212327,3274.436515,1409.626832,647.3676792,3072.684729,2605.773853,1312.445079,375.4991687,100,1160.191774,6253.701135,4319.304441,4419.412793,7792.434039,1438.044336,2657.041637,1260.868157,1094.077483,1612.607942,2217.224261,1313.185168,100,100,5812.415467,6256.703316,5954.157418,4425.659022,2121.664646,3055.151364,2715.47797,3037.609962,1261.311241,1293.737763,505.5663878,611.642235,478.4101419
8299.364164,6687.447281,7174.894164,5759.620929,6885.92426,5473.89541,4078.665561,3470.243734,2846.98695,1797.419054,1454.647689,802.6666289,2164.721457,3748.019109,6979.595053,6436.624081,7389.790029,6073.535959,5881.674806,4249.133168,1194.248733,2310.913498,3145.016177,2242.182003,891.7466735,1339.084417,3783.875337,9809.576249,4829.924243,6493.087462,4168.834636,2813.321051,3158.753273,2510.857954,2625.552901,3825.774953,1061.686734,1483.468212,779.8939684,4072.83141,5476.481262,7668.545833,6022.746396,5308.628851,5441.240351,5672.967899,1141.572657,3490.182011,1492.808761,2094.020694,935.8812538,507.0009319
2614.442896,5215.196199,4203.416718,5407.070557,1979.165392,3390.65592,4601.905078,2070.426191,3753.187439,3955.439075,5456.927427,7930.540947,8698.827284,4285.28624,4564.314698,1714.552209,2893.190474,526.5903675,1857.541068,1120.452561,7747.182869,3167.827883,4536.961274,5852.022674,5685.49078,10254.03766,6764.777031,4839.10701,4269.770012,1496.126719,784.6937618,1897.448621,1710.428395,5037.886745,3959.838711,4101.111084,8987.376617,8124.550391,8779.222841,5851.778763,5493.213392,4292.522469,2055.900762,1959.376015,1479.699098,3548.502787,4130.513221,2656.259765,8781.154752,6200.174917,7789.076773,13939.06385
7514.223245,7866.896506,6668.211509,5802.450233,5388.825289,4025.442135,3471.776466,4531.783285,5041.466038,3393.682819,8336.549783,8413.173012,9170.626839,4663.838841,7733.837773,7059.341345,6407.005574,4975.489659,3364.978753,5373.193968,4737.887651,5505.890076,8165.252915,5030.621885,8977.33716,8160.745929,7158.045763,3982.57546,8504.095065,7446.795737,4668.900376,4889.092223,3679.420689,4443.993835,7129.262881,6819.374239,7816.848065,9732.237106,9209.84205,8113.524277,6955.930727,5589.286759,5894.926054,4021.479322,5835.9307,3037.80761,4331.416281,6650.11919,4923.557401,7785.592379,6606.007365,7842.932523
7925.397904,7702.065749,5454.778604,6685.103777,7470.587244,7752.177931,3260.876403,4802.18594,10264.70606,8420.895292,10646.89224,9099.67443,13844.89771,2009.998764,9061.84747,4485.229574,7780.298952,4921.992315,8204.755903,7178.768471,7131.530929,8553.856548,6146.580203,12633.59242,10534.22059,8744.030345,7662.725989,6618.757143,6053.478197,5735.346958,5337.843004,6534.714461,6126.549656,4893.017026,11402.00534,5763.861731,7209.341529,10654.82542,15451.8886,6813.038164,8554.434247,9487.492685,9842.226916,8720.964319,4719.502729,5031.592735,8069.955178,7556.489811,7647.111033,10348.68389,11957.60167,17312.23807
714.5422263,994.1027605,1539.377656,2230.717346,3028.837935,2154.327467,3901.102898,2396.206188,1768.4008,2225.470819,1183.368585,3212.0443,5586.034289,1228.872041,2947.801981,3136.785508,3747.773972,985.329466,3599.311596,2613.833041,1529.021168,1538.353929,2189.584621,5139.610504,5419.123094,3925.45569,1933.483058,2937.455995,4505.919458,3209.983678,3377.910372,1528.741554,2990.16685,1309.515218,3055.635534,2619.202629,5186.252523,5480.524682,4951.291733,1150.470011,3488.498792,3152.803879,3361.286882,4283.329526,2901.762016,1729.749013,2624.470947,856.9236681,2971.373982,4570.212135,3379.620229,3741.367289
